"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Dubai, United Arab Emirates","25.13736","55.19227","1 Bedroom Vacation Home Next to Burj Al Arab","3","801","ﺩ.ﺇ801","AED","false","nightly","801","ﺩ.ﺇ801","AED","false","Entire vacation home",,"https://www.airbnb.com/rooms/53984707"
"Dubai, United Arab Emirates","25.20735","55.24625","Bedspace near ADCB karama metro AED 600","1","50","ﺩ.ﺇ50","AED","false","nightly","50","ﺩ.ﺇ50","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/36996753"
"دبي, United Arab Emirates","24.98756","55.39872","Everluxe | Private Pool 3 Bed Villa","7","900","ﺩ.ﺇ900","AED","false","nightly","900","ﺩ.ﺇ900","AED","false","Entire home",,"https://www.airbnb.com/rooms/54033377"
"دبي, United Arab Emirates","25.193","55.27","Startling 2BR with Skyscrapers View","5","793","ﺩ.ﺇ793","AED","false","nightly","793","ﺩ.ﺇ793","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/51295295"
"Dubai, United Arab Emirates","25.04957","55.18644","Stunning 2-bedroom Villa with large garden & pool","4","750","ﺩ.ﺇ750","AED","false","nightly","750","ﺩ.ﺇ750","AED","false","Entire villa","5","https://www.airbnb.com/rooms/52519127"
"Dubai, United Arab Emirates","25.081","55.14","Elegant apt. best views floor 22 Dubai Marina","4","727","ﺩ.ﺇ727","AED","false","nightly","727","ﺩ.ﺇ727","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50580673"
"Dubai, United Arab Emirates","25.08881","55.14875","shared nice room with Marina view for female","1","70","ﺩ.ﺇ70","AED","false","nightly","70","ﺩ.ﺇ70","AED","false","Shared room in serviced apartment","4","https://www.airbnb.com/rooms/52796471"
"الشارقة, إمارة الشارقةّ, United Arab Emirates","25.39109","55.42658","Studio near the beach, good internet connection.","1","69","ﺩ.ﺇ69","AED","false","nightly","69","ﺩ.ﺇ69","AED","false","Entire guest suite",,"https://www.airbnb.com/rooms/46604302"
"Dubai, United Arab Emirates","25.084","55.142","Breathtaking Beach views from this 2BR in Marina","5","729","ﺩ.ﺇ729","AED","false","nightly","729","ﺩ.ﺇ729","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/45539690"
"Ajman, United Arab Emirates","25.408","55.58418","Welcome 
Master bedroom/Queen size bed Lady's only","2","56","ﺩ.ﺇ56","AED","false","nightly","56","ﺩ.ﺇ56","AED","false","Private room in villa",,"https://www.airbnb.com/rooms/613246154281045600"
"Dubai, United Arab Emirates","25.085","55.145","Sleek Marina 1BR w/ Marina View, Pool & Gym","2","774","ﺩ.ﺇ774","AED","false","nightly","774","ﺩ.ﺇ774","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/38969814"
"Dubai, United Arab Emirates","25.06554","55.1415","3 Bedroom + Maids Apartment (all en-suite) - JLT","7","743","ﺩ.ﺇ743","AED","false","nightly","743","ﺩ.ﺇ743","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/29268231"
"Dubai, United Arab Emirates","25.26659","55.32333","Zen Home - Loft R3 (Rigga, Dubai)","2","80","ﺩ.ﺇ80","AED","false","nightly","80","ﺩ.ﺇ80","AED","false","Private room in loft",,"https://www.airbnb.com/rooms/53946999"
"Dubai, United Arab Emirates","25.28653","55.32063","Lovely Room in Diera Al muteena","2","75","ﺩ.ﺇ75","AED","false","nightly","75","ﺩ.ﺇ75","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/50691734"
"Dubai, United Arab Emirates","25.203","55.263","Bright City Walk 1BR, City View","2","768","ﺩ.ﺇ768","AED","false","nightly","768","ﺩ.ﺇ768","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/49974934"
"Dubai, United Arab Emirates","25.10935","55.1416","Seaview+Full access to beach club+High Floor","6","730","ﺩ.ﺇ730","AED","false","nightly","730","ﺩ.ﺇ730","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/36224168"
"Dubai, United Arab Emirates","25.072","55.132","Marina Wharf High Floor with Open View","6","720","ﺩ.ﺇ720","AED","false","nightly","720","ﺩ.ﺇ720","AED","false","Entire rental unit","4","https://www.airbnb.com/rooms/40394130"
"Dubai, United Arab Emirates","25.18689","55.27513","Entire Home  Minutes from Burj Khalifa &Dubai Mall","3","751","ﺩ.ﺇ751","AED","false","nightly","751","ﺩ.ﺇ751","AED","false","Room in aparthotel","5","https://www.airbnb.com/rooms/40199158"
"32923, Dubai, United Arab Emirates","25.08806","55.14607","Brand new Marina views Marina gate 2BR","5","729","ﺩ.ﺇ729","AED","false","nightly","729","ﺩ.ﺇ729","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53555798"
"Dubai, United Arab Emirates","25.08224","55.14071","Palatial Marina 1BR w/ Sea View, Pool & Gym","2","779","ﺩ.ﺇ779","AED","false","nightly","779","ﺩ.ﺇ779","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48409292"
"Dubai, United Arab Emirates","25.078","55.134","Seaview 2 BR Apt in JBR Marina & Dubai Ain & Beach","4","800","ﺩ.ﺇ800","AED","false","nightly","800","ﺩ.ﺇ800","AED","false","Entire condo","4.5","https://www.airbnb.com/rooms/50171360"
"Dubai, United Arab Emirates","25.087","55.145","Upscale Marina 1BR w/Sea View, Pool & Gym","2","913","ﺩ.ﺇ913","AED","false","nightly","913","ﺩ.ﺇ913","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/43591296"
"Dubai, United Arab Emirates","25.08629","55.14611","Superior Sea & Palm Vws in Wow-Factor Building","5","759","ﺩ.ﺇ759","AED","false","nightly","759","ﺩ.ﺇ759","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/41877128"
"Dubai, United Arab Emirates","25.078","55.14","Posh 1 Bedroom in the Address Dubai Marina","2","844","ﺩ.ﺇ844","AED","false","nightly","844","ﺩ.ﺇ844","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/49397391"
"Dubai, United Arab Emirates","25.07854","55.12148","Al Mashreq 2 Bedroom Apt - Bluewater's Islands","5","750","ﺩ.ﺇ750","AED","false","nightly","750","ﺩ.ﺇ750","AED","false","Entire serviced apartment","3","https://www.airbnb.com/rooms/48080190"
"Dubai, United Arab Emirates","25.201","55.279","Spacious 2BR | Downtown views | wide open views 03","4","859","ﺩ.ﺇ859","AED","false","nightly","859","ﺩ.ﺇ859","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/54031302"
"Dubai, United Arab Emirates","25.29634","55.36613","Single Bed Fast Wifi","4","45","ﺩ.ﺇ45","AED","false","nightly","45","ﺩ.ﺇ45","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/53562283"
"Dubai, United Arab Emirates","25.07885","55.13844","Chic High-Rise Apartment Overlooking Dubai Marina","3","758","ﺩ.ﺇ758","AED","false","nightly","758","ﺩ.ﺇ758","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/25244103"
"Dubai, United Arab Emirates","25.11233","55.20126","COZY shared room @famous mall of the Emirates","2","57","ﺩ.ﺇ57","AED","false","nightly","57","ﺩ.ﺇ57","AED","false","Shared room in rental unit","4.5","https://www.airbnb.com/rooms/53766586"
"Dubai, United Arab Emirates","25.19121","55.28256","Classic Burj Views 1BR w/ City View, Pool, Gym & Garage","2","929","ﺩ.ﺇ929","AED","false","nightly","929","ﺩ.ﺇ929","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52664854"
"Dubai, United Arab Emirates","25.074","55.138","Airy Marina 1BR w/ Marina View, Pool & Gym","2","869","ﺩ.ﺇ869","AED","false","nightly","869","ﺩ.ﺇ869","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/30788971"
"Dubai, United Arab Emirates","25.081","55.141","HomesGetaway | Dubai Marina | LIV Residence | 2BR Apartment with Marina View !","5","895","ﺩ.ﺇ895","AED","false","nightly","895","ﺩ.ﺇ895","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48618185"
"Dubai, United Arab Emirates","25.19946","55.27195","Sophisticated and Bright 2BR - Close to Dubai Mall","4","832","ﺩ.ﺇ832","AED","false","nightly","832","ﺩ.ﺇ832","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53485312"
"Dubai, United Arab Emirates","25.04409","55.21428","Spacious, half hall ,  Peaceful place, Profess Exe","1","68","ﺩ.ﺇ68","AED","false","nightly","68","ﺩ.ﺇ68","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/53342167"
"Dubai, United Arab Emirates","25.192","55.274","Sleek Downtown 1BR w/ City View, Pool & Gym","2","889","ﺩ.ﺇ889","AED","false","nightly","889","ﺩ.ﺇ889","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48394685"
"دبي, United Arab Emirates","25.08245","55.14309","Amazing apartment in Dubai Marina - Marina View","2","900","ﺩ.ﺇ900","AED","false","nightly","900","ﺩ.ﺇ900","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53886272"
"Dubai, United Arab Emirates","25.071","55.132","One Lux Stay@Sparkle Tower DXB Marina by Swarovski","6","721","ﺩ.ﺇ721","AED","false","nightly","721","ﺩ.ﺇ721","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/45901194"
"Dubai, United Arab Emirates","25.09596","55.13844","Stylish Two Bedroom in Emaar Beachfront","4","770","ﺩ.ﺇ770","AED","false","nightly","770","ﺩ.ﺇ770","AED","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/54030100"
"Dubai, United Arab Emirates","25.082","55.142","THE IDEAL PLACE 2BR at PARK ISLAND DUBAI MARINA","5","750","ﺩ.ﺇ750","AED","false","nightly","750","ﺩ.ﺇ750","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/52568059"
"Dubai, United Arab Emirates","25.19336","55.27401","Lovely 2 B/R @ the Heart of Downtown, Residences","4","920","ﺩ.ﺇ920","AED","false","nightly","920","ﺩ.ﺇ920","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/52943318"
"دبي, United Arab Emirates","25.182","55.256","Modern Apartment with Canal and Beach Views","6","724","ﺩ.ﺇ724","AED","false","nightly","724","ﺩ.ﺇ724","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/54043618"
"Dubai, United Arab Emirates","25.22438","55.42936","nice place and safe for girl","1","60","ﺩ.ﺇ60","AED","false","nightly","60","ﺩ.ﺇ60","AED","false","Shared room in tiny home",,"https://www.airbnb.com/rooms/42672337"
"Ajman, United Arab Emirates","25.4143","55.51785","Master Bed Room with attached Bathroom","2","70","ﺩ.ﺇ70","AED","false","nightly","70","ﺩ.ﺇ70","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/35852941"
"Dubai, United Arab Emirates","25.18731","55.27841","Trendy 2 beds apartment Overlooking Burj Khalifa,","4","922","ﺩ.ﺇ922","AED","false","nightly","922","ﺩ.ﺇ922","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48388124"
"Dubai, United Arab Emirates","25.10681","55.14906","Beachfront 2BR with Study in Palm Jumeirah - Large Balconies!","5","802","ﺩ.ﺇ802","AED","false","nightly","802","ﺩ.ﺇ802","AED","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/52079271"
"Dubai, United Arab Emirates","25.1172","55.19998","4011 Single Partition opposite to Mall of Emirates","1","65","ﺩ.ﺇ65","AED","false","nightly","65","ﺩ.ﺇ65","AED","false","Private room in rental unit","4.5","https://www.airbnb.com/rooms/52954994"
"Dubai, United Arab Emirates","25.10851","55.15325","Beach Front , panoramic View, private beach access","3","781","ﺩ.ﺇ781","AED","false","nightly","781","ﺩ.ﺇ781","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/38373238"
"دبي, United Arab Emirates","25.07858","55.13218","Amazing 2BR  Full Sea View Apartment JBR","6","831","ﺩ.ﺇ831","AED","false","nightly","831","ﺩ.ﺇ831","AED","false","Entire rental unit","2.5","https://www.airbnb.com/rooms/33726472"
"Dubai, United Arab Emirates","25.0761","55.13482","Relaxing 2 BR APT in Rimal JBR","6","762","ﺩ.ﺇ762","AED","false","nightly","762","ﺩ.ﺇ762","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/53823289"
"دبي, United Arab Emirates","25.09977","55.17701","BEDSPACE FOR MEN & LADIES FOR DAILY OR WEEKLY RENT","6","75","ﺩ.ﺇ75","AED","false","nightly","75","ﺩ.ﺇ75","AED","false","Shared room in townhouse",,"https://www.airbnb.com/rooms/30369068"
"Dubai, United Arab Emirates","25.11241","55.39063","Contemporary and Spacious 2BDR Apt, Downtown Dubai","4","803","ﺩ.ﺇ803","AED","false","nightly","803","ﺩ.ﺇ803","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/49577739"
"Dubai, United Arab Emirates","25.06702","55.14067","ATRIA || Luxury 2 Bed || FAST WIFI || Lake Views","4","758","ﺩ.ﺇ758","AED","false","nightly","758","ﺩ.ﺇ758","AED","false","Entire vacation home","5","https://www.airbnb.com/rooms/53729645"
"Dubai, United Arab Emirates","25.11424","55.19142","AnaRuby's Bedspace - For Ladies Backpackers Hostel","4","79","ﺩ.ﺇ79","AED","false","nightly","79","ﺩ.ﺇ79","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/41120635"
"Sharjah, United Arab Emirates","25.34733","55.38261","Stay Happy","2","70","ﺩ.ﺇ70","AED","false","nightly","70","ﺩ.ﺇ70","AED","false","Shared room in rental unit","5","https://www.airbnb.com/rooms/37656145"
"Dubai, United Arab Emirates","25.19294","55.27988","Luxury 2 B/R Apt in Yansoon, Old Town Dubai","4","805","ﺩ.ﺇ805","AED","false","nightly","805","ﺩ.ﺇ805","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/28333010"
"Dubai, United Arab Emirates","25.26325","55.32123","SHARING ROOM/BEDSPACE FOR LADIES ONLY","1","50","ﺩ.ﺇ50","AED","false","nightly","50","ﺩ.ﺇ50","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/39663623"
"Dubai, United Arab Emirates","25.081","55.138","Full Sea View 3 Bedroom Apt, JBR","7","721","ﺩ.ﺇ721","AED","false","nightly","721","ﺩ.ﺇ721","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/12217658"
"Dubai, United Arab Emirates","25.27089","55.3201","REST HOUSE","1","50","ﺩ.ﺇ50","AED","false","nightly","50","ﺩ.ﺇ50","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/49883214"
"Dubai, United Arab Emirates","25.26167","55.32364","7_LadiesBunker TopBed ClosedCurtains AlRiggaDubai","2","60","ﺩ.ﺇ60","AED","false","nightly","60","ﺩ.ﺇ60","AED","false","Shared room in condo",,"https://www.airbnb.com/rooms/53074354"
"Dubai, United Arab Emirates","25.08399","55.14138","Marina Trident Grand Two Bed near Beach","4","805","ﺩ.ﺇ805","AED","false","nightly","805","ﺩ.ﺇ805","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52271946"
"Dubai, United Arab Emirates","25.19966","55.26488","Lovely 1 bedroom apartment in City Walk","2","850","ﺩ.ﺇ850","AED","false","nightly","850","ﺩ.ﺇ850","AED","false","Entire serviced apartment",,"https://www.airbnb.com/rooms/54367840"
"JBR, Dubai, United Arab Emirates","25.07721","55.13247","Stroll to the Beachfront from an Elegant Apartment in JBR","6","800","ﺩ.ﺇ800","AED","false","nightly","800","ﺩ.ﺇ800","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/25103430"
"Dubai, United Arab Emirates","25.20052","55.27662","Studio at Downtown Dubai  with Zabeel view","2","800","ﺩ.ﺇ800","AED","false","nightly","800","ﺩ.ﺇ800","AED","false","Entire serviced apartment",,"https://www.airbnb.com/rooms/49528136"
"Dubai, United Arab Emirates","25.192","55.275","Bright & Stylish 2BDR with Burj Khalifa Views!","4","815","ﺩ.ﺇ815","AED","false","nightly","815","ﺩ.ﺇ815","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52062939"
"Dubai, United Arab Emirates","25.25249","55.29307","Neat & clean bedspace for girls in Hostel","3","80","ﺩ.ﺇ80","AED","false","nightly","80","ﺩ.ﺇ80","AED","false","Shared room in condo",,"https://www.airbnb.com/rooms/35504822"
"Sharjah, United Arab Emirates","25.30035","55.38008","STYLEX HOMES & ACCOMODATION","6","50","ﺩ.ﺇ50","AED","false","nightly","50","ﺩ.ﺇ50","AED","false","Shared room in serviced apartment",,"https://www.airbnb.com/rooms/40921372"
"Dubai, United Arab Emirates","25.08","55.139","Crisp Marina 1BR w/ Marina View, Pool & Gym","2","823","ﺩ.ﺇ823","AED","false","nightly","823","ﺩ.ﺇ823","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/30637329"
"Dubai, United Arab Emirates","25.08598","55.14409","Lovely 2-bedroom w/ Full Views of the Marina","4","756","ﺩ.ﺇ756","AED","false","nightly","756","ﺩ.ﺇ756","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/53855541"
"Dubai, United Arab Emirates","25.27465","55.33228","Welcome toursit Male hostel","6","50","ﺩ.ﺇ50","AED","false","nightly","50","ﺩ.ﺇ50","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/53984526"
"Dubai, United Arab Emirates","25.111","55.137","1 Bdr Seaview, Oceana Residences, Free beach &pool","5","817","ﺩ.ﺇ817","AED","false","nightly","817","ﺩ.ﺇ817","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/44426700"
"Sharjah, United Arab Emirates","25.32359","55.37937","Canal View Room In Posh Area Of “SHARJAH”.","2","80","ﺩ.ﺇ80","AED","false","nightly","80","ﺩ.ﺇ80","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/37191845"
"Dubai, United Arab Emirates","25.09597","55.13966","Brand New | Beach Access | Luxurious","2","805","ﺩ.ﺇ805","AED","false","nightly","805","ﺩ.ﺇ805","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/54361998"
"Al Sharjah, Sharjah, United Arab Emirates","25.335","55.37302","Shared accommodation in Majaz 3,  Sharjah","1","60","ﺩ.ﺇ60","AED","false","nightly","60","ﺩ.ﺇ60","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/53139877"
"Dubai, United Arab Emirates","25.075","55.138","Airy Marina 2BR w/ City View, Pool & Gym","4","805","ﺩ.ﺇ805","AED","false","nightly","805","ﺩ.ﺇ805","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/42852507"
"Dubai, United Arab Emirates","25.12337","55.15342","Dreamy 2BR property in the Palm with stunning view","5","857","ﺩ.ﺇ857","AED","false","nightly","857","ﺩ.ﺇ857","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/47213050"
"Dubai, United Arab Emirates","25.21107","55.28239","Bright  DIFC 1BR, City View","2","843","ﺩ.ﺇ843","AED","false","nightly","843","ﺩ.ﺇ843","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/49975037"
"Dubai, United Arab Emirates","25.0785","55.14262","Splendid Dubai Marina Views - 2 BR + Sofa bed","6","937","ﺩ.ﺇ937","AED","false","nightly","937","ﺩ.ﺇ937","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/49413064"
"Dubai, United Arab Emirates","25.19455","55.28183","Modern Stylish 3BR plus Study in Downtown Dubai","7","782","ﺩ.ﺇ782","AED","false","nightly","782","ﺩ.ﺇ782","AED","false","Entire rental unit","4","https://www.airbnb.com/rooms/50254999"
"Dubai, United Arab Emirates","25.26215","55.32256","1_LadiesBunker DownBed ClosdCurtains AlRigga Dubai","2","70","ﺩ.ﺇ70","AED","false","nightly","70","ﺩ.ﺇ70","AED","false","Shared room in condo",,"https://www.airbnb.com/rooms/53006559"
"Dubai, United Arab Emirates","25.19135","55.27111","GuestReady - By Burj Khalifa","4","826","ﺩ.ﺇ826","AED","false","nightly","826","ﺩ.ﺇ826","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/42674039"
"دبي, United Arab Emirates","25.26329","55.32266","3stops From dxb Private room  unit for backpackers","1","53","ﺩ.ﺇ53","AED","false","nightly","53","ﺩ.ﺇ53","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/53491762"
"Dubai, United Arab Emirates","25.24508","55.29668","Bedspace for Guys","1","82","ﺩ.ﺇ82","AED","false","nightly","82","ﺩ.ﺇ82","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/40825330"
"Dubai, United Arab Emirates","25.07632","55.13734","Big, Bright, Luxury Marina View Apt nxt to Beach","5","892","ﺩ.ﺇ892","AED","false","nightly","892","ﺩ.ﺇ892","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/39593888"
"Dubai, United Arab Emirates","25.06959","55.13438","Males Bed spaces in Marina close to Dmcc Metro .","1","56","ﺩ.ﺇ56","AED","false","nightly","56","ﺩ.ﺇ56","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/50112896"
"Dubai, United Arab Emirates","25.19187","55.27048","Modern & Bright 2BR in 8 Boulevard Walk!","4","711","ﺩ.ﺇ711","AED","false","nightly","711","ﺩ.ﺇ711","AED","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/51526374"
"Dubai, United Arab Emirates","24.985","55.003","Living on the Edge of Palm Jumeirah. Full Sea View","2","775","ﺩ.ﺇ775","AED","false","nightly","775","ﺩ.ﺇ775","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/51935681"
"Dubai, United Arab Emirates","25.08102","55.15366","Get d FIVE STAR Luxury Experience at this Taj Apt","6","718","ﺩ.ﺇ718","AED","false","nightly","718","ﺩ.ﺇ718","AED","false","Entire condo","5","https://www.airbnb.com/rooms/52079160"
"Dubai, United Arab Emirates","25.079","55.136","Premium JBR 1BR w/ City View, Pool & Gym","2","924","ﺩ.ﺇ924","AED","false","nightly","924","ﺩ.ﺇ924","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/31548820"
"Dubai, United Arab Emirates","25.17624","55.27343","Stylish 2 Bedroom in Business Bay","4","734","ﺩ.ﺇ734","AED","false","nightly","734","ﺩ.ﺇ734","AED","false","Entire rental unit","4","https://www.airbnb.com/rooms/53805180"
"Dubai, United Arab Emirates","25.07486","55.12306","50% DISCOUNT GIVEN! Near all you need & sleep 6!!","6","880","ﺩ.ﺇ880","AED","false","nightly","880","ﺩ.ﺇ880","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/42219077"
"Dubai, United Arab Emirates","25.071","55.134","Luxurious 2 Bedroom At The Waves A","6","752","ﺩ.ﺇ752","AED","false","nightly","752","ﺩ.ﺇ752","AED","false","Entire serviced apartment","4.5","https://www.airbnb.com/rooms/13286071"
"Dubai, United Arab Emirates","25.205","55.275","Tasteful Central Park Tower 1BR w/ City View, Gym, Pool & Elevator","2","734","ﺩ.ﺇ734","AED","false","nightly","734","ﺩ.ﺇ734","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/54365220"
"Dubai, United Arab Emirates","25.07106","55.13206","Stella Stays | Modern 2BDR | Dubai JBR | Beach | Netflix","4","727","ﺩ.ﺇ727","AED","false","nightly","727","ﺩ.ﺇ727","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52213030"
"Dubai, United Arab Emirates","25.07775","55.14094","Address Marina Mall 1BR Amazing View Hotel Access","3","929","ﺩ.ﺇ929","AED","false","nightly","929","ﺩ.ﺇ929","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52014878"
"Dubai, United Arab Emirates","25.12906","55.15359","Royal Amwaj 2Bedroom Apartment with Pool & Beach","4","914","ﺩ.ﺇ914","AED","false","nightly","914","ﺩ.ﺇ914","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/47326118"
"Dubai, United Arab Emirates","25.25845","55.29887","Bed Space for ladies only","2","73","ﺩ.ﺇ73","AED","false","nightly","73","ﺩ.ﺇ73","AED","false","Shared room in rental unit","4.5","https://www.airbnb.com/rooms/40154395"
"Dubai, United Arab Emirates","25.07053","55.13225","Stella Stays | Wonderful 2BDR | Dubai JBR | Beach | Netflix","4","727","ﺩ.ﺇ727","AED","false","nightly","727","ﺩ.ﺇ727","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/41733469"
"Dubai, United Arab Emirates","25.19812","55.27061","Burj Khalifa View,2 BR Apt connected to Dubai Mall","4","920","ﺩ.ﺇ920","AED","false","nightly","920","ﺩ.ﺇ920","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53884244"
"Dubai, United Arab Emirates","25.1916","55.27148","BEAUTIFUL 2 BEDROOM - THE HEART OF DUBAI DOWNTOWN","4","750","ﺩ.ﺇ750","AED","false","nightly","750","ﺩ.ﺇ750","AED","false","Entire serviced apartment","5","https://www.airbnb.com/rooms/52227008"
"Dubai, United Arab Emirates","25.197","55.27","Beautiful Downtown 1BR w/ City View, Pool & Gym","2","769","ﺩ.ﺇ769","AED","false","nightly","769","ﺩ.ﺇ769","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/42086893"
"Dubai, United Arab Emirates","25.229","55.286","Charming Duja Tower 1BR w/ City View, Pool, Gym & Elevator","2","813","ﺩ.ﺇ813","AED","false","nightly","813","ﺩ.ﺇ813","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/54365374"
"Dubai, United Arab Emirates","25.12594","55.15273","Luxury Two Bedroom with Sea View and Beach Access","4","808","ﺩ.ﺇ808","AED","false","nightly","808","ﺩ.ﺇ808","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/54219363"
"دبي, United Arab Emirates","25.0843","55.14759","Luxuriance Artistique with Panoramic Marina Views","3","808","ﺩ.ﺇ808","AED","false","nightly","808","ﺩ.ﺇ808","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/45474929"
"Dubai, United Arab Emirates","25.205","55.275","Executive 2 bedroom suite in DIFC","6","830","ﺩ.ﺇ830","AED","false","nightly","830","ﺩ.ﺇ830","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/7056210"
"Dubai, United Arab Emirates","25.19671","55.26941","Stylish & Spacious Unit in the Heart of Downtown!","3","822","ﺩ.ﺇ822","AED","false","nightly","822","ﺩ.ﺇ822","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/46000376"
"Dubai, United Arab Emirates","25.26026","55.32354","2_LadiesBunker DownBed ClosdCurtains AlRigga Dubai","2","70","ﺩ.ﺇ70","AED","false","nightly","70","ﺩ.ﺇ70","AED","false","Shared room in condo",,"https://www.airbnb.com/rooms/53073160"
"Sharjah, United Arab Emirates","25.30703","55.36748","4bed room, bed space for sharing,nesto supermarket","16","82","ﺩ.ﺇ82","AED","false","nightly","82","ﺩ.ﺇ82","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/19188937"
"Dubai, United Arab Emirates","25.19106","55.28015","Burj Khalifa Vw & Prvt Pool in Dubai Downtown","4","764","ﺩ.ﺇ764","AED","false","nightly","764","ﺩ.ﺇ764","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/52103607"
"Dubai, United Arab Emirates","25.19395","55.27145","Stunning Burj Khalifa view-Modern 2BDR Downtown","6","742","ﺩ.ﺇ742","AED","false","nightly","742","ﺩ.ﺇ742","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53619186"
"Dubai, United Arab Emirates","25.0817","55.13849","GuestReady - Infinite Dreams","6","744","ﺩ.ﺇ744","AED","false","nightly","744","ﺩ.ﺇ744","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/41508464"
